id,avtor,naslov,link,ocena,glasovi 
3317,Steven Erikson,"Deadhouse Gates (Malazan Book of the Fallen, #2)",/book/show/55401.Deadhouse_Gates,4.22,58500
3781,Steven Erikson,"The Bonehunters (Malazan Book of the Fallen, #6)",/book/show/478951.The_Bonehunters,4.45,31226
3803,Steven Erikson,"The Crippled God (Malazan Book of the Fallen, #10)",/book/show/8447255-the-crippled-god,4.48,23094
2226,Steven Hall,The Raw Shark Texts,/book/show/144800.The_Raw_Shark_Texts,3.85,16726
3779,Steven Konkoly,The Rescue (Ryan Decker #1),/book/show/41632412-the-rescue,3.98,22089
1697,Steven Pressfield,Gates of Fire,/book/show/1305.Gates_of_Fire,4.4,29439
2600,Stevie Turner,A House Without Windows,/book/show/20880952-a-house-without-windows,3.62,578
78,Stieg Larsson,"The Girl with the Dragon Tattoo (Millennium, #1)",/book/show/2429135.The_Girl_with_the_Dragon_Tattoo,4.14,2615025
189,Stieg Larsson,"The Girl Who Played with Fire (Millennium, #2)",/book/show/5060378-the-girl-who-played-with-fire,4.24,811412
265,Stieg Larsson,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest,4.22,647436
851,Stieg Larsson,"The Millennium Trilogy (Millennium Trilogy, #1-3)",/book/show/7822895-the-millennium-trilogy,4.47,46434
3175,Stuart Turton,The 7½ Deaths of Evelyn Hardcastle,/book/show/36337550-the-7-deaths-of-evelyn-hardcastle,3.89,134807
3586,Sue Grafton,"C is for Corpse  (Kinsey Millhone, #3)",/book/show/89656.C_is_for_Corpse,3.92,43853
104,Sue Monk Kidd,The Secret Life of Bees,/book/show/37435.The_Secret_Life_of_Bees,4.06,1119122
2684,Sue Monk Kidd,The Invention of Wings,/book/show/18079776-the-invention-of-wings,4.24,264720
3398,Sue Monk Kidd,The Mermaid Chair,/book/show/6976.The_Mermaid_Chair,3.17,78141
608,Sun Tzu,The Art of War,/book/show/10534.The_Art_of_War,3.97,331948
2779,Susan  Kay,Phantom,/book/show/190507.Phantom,4.33,11385
1265,Susan Beth Pfeffer,"Life As We Knew It (Last Survivors, #1)",/book/show/213753.Life_As_We_Knew_It,3.88,114123
1278,Susan Cain,Quiet: The Power of Introverts in a World That Can't Stop Talking,/book/show/8520610-quiet,4.06,326078
2132,Susan Cooper,"The Dark Is Rising Sequence (The Dark is Rising, #1-5)",/book/show/11306.The_Dark_Is_Rising_Sequence,4.28,16086
2457,Susan Cooper,"The Dark Is Rising (The Dark is Rising, #2)",/book/show/210329.The_Dark_Is_Rising,4.06,50870
3759,Susan Dennard,"Truthwitch (The Witchlands, #1)",/book/show/21414439-truthwitch,3.85,43811
556,Susan Ee,"Angelfall (Penryn &amp; the End of Days, #1)",/book/show/15863832-angelfall,4.13,165940
1514,Susan Ee,"World After (Penryn &amp; the End of Days, #2)",/book/show/17849112-world-after,4.18,89462
2232,Susan Ee,"End of Days (Penryn &amp; the End of Days, #3)",/book/show/18500665-end-of-days,4.08,57295
2658,Susan Elizabeth Phillips,Kiss an Angel,/book/show/73086.Kiss_an_Angel,4.21,47045
2496,Susan Hill,The Woman in Black,/book/show/37034.The_Woman_in_Black,3.72,48350
440,Susanna Clarke,Jonathan Strange &amp; Mr Norrell,/book/show/14201.Jonathan_Strange_Mr_Norrell,3.82,199990
1301,Susanna Kaysen,"Girl, Interrupted",/book/show/68783.Girl_Interrupted,3.9,181361
2244,Susanna Kearsley,"The Winter Sea (Slains, #1)",/book/show/3392089-the-winter-sea,4.08,58320
713,Suzanne Boisvert,The Awakening: Fate in Motion,/book/show/41423092-the-awakening,4.31,6609
1,Suzanne Collins,"The Hunger Games (The Hunger Games, #1)",/book/show/2767052-the-hunger-games,4.33,6396943
186,Suzanne Collins,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",/book/show/7938275-the-hunger-games-trilogy-boxset,4.48,188275
223,Suzanne Collins,"Catching Fire (The Hunger Games, #2)",/book/show/6148028-catching-fire,4.29,2524333
327,Suzanne Collins,"Mockingjay (The Hunger Games, #3)",/book/show/7260188-mockingjay,4.04,2350348
2102,Suzanne Collins,"Gregor the Overlander (Underland Chronicles, #1)",/book/show/262430.Gregor_the_Overlander,4.0,93152
3850,Suzanne Collins,"Gregor and the Code of Claw (Underland Chronicles, #5)",/book/show/537070.Gregor_and_the_Code_of_Claw,4.28,41144
3995,Suzanne Collins,"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",/book/show/385706.Gregor_and_the_Curse_of_the_Warmbloods,4.22,41003
3917,Suzanne Wright,"Feral Sins (The Phoenix Pack, #1)",/book/show/13522957-feral-sins,4.08,39109
2795,Suzanne Young,"The Program (The Program, #1)",/book/show/11366397-the-program,4.05,43959
3646,Svetlana Alexievich,Voices from Chernobyl: The Oral History of a Nuclear Disaster,/book/show/357486.Voices_from_Chernobyl,4.41,36898
802,Sylvain Reynard,"Gabriel's Inferno (Gabriel's Inferno, #1)",/book/show/10140661-gabriel-s-inferno,4.0,144365
1237,Sylvain Reynard,"Gabriel's Rapture (Gabriel's Inferno, #2)",/book/show/13639050-gabriel-s-rapture,4.22,108756
2445,Sylvain Reynard,"Gabriel's Redemption (Gabriel's Inferno, #3)",/book/show/16247792-gabriel-s-redemption,4.22,36884
514,Sylvia Day,"Bared to You (Crossfire, #1)",/book/show/20448515-bared-to-you,4.18,454786
815,Sylvia Day,"Reflected in You (Crossfire, #2)",/book/show/13596809-reflected-in-you,4.32,311356
1284,Sylvia Day,"Entwined with You (Crossfire, #3)",/book/show/15731779-entwined-with-you,4.19,179399
3236,Sylvia Day,"Captivated by You (Crossfire, #4)",/book/show/17876893-captivated-by-you,4.11,91078
3256,Sylvia Nasar,A Beautiful Mind,/book/show/13912.A_Beautiful_Mind,4.13,123666
72,Sylvia Plath,The Bell Jar,/book/show/6514.The_Bell_Jar,4.01,593605
2509,Sylvia Plath,Ariel,/book/show/395090.Ariel,4.22,53752
2474,T. Coraghessan Boyle,The Tortilla Curtain,/book/show/24731.The_Tortilla_Curtain,3.66,27859
1418,T. Rafael Cimino,Table 21,/book/show/12240419-table-21,3.65,407
3225,T.E. Lawrence,Seven Pillars of Wisdom: A Triumph,/book/show/57936.Seven_Pillars_of_Wisdom,3.92,8441
278,T.H. White,"The Once and Future King (The Once and Future King, #1-4)",/book/show/43545.The_Once_and_Future_King,4.05,101154
1722,T.H. White,"The Sword in the Stone (The Once and Future King, #1)",/book/show/316845.The_Sword_in_the_Stone,3.9,23313
470,T.S. Eliot,The Waste Land,/book/show/34080.The_Waste_Land,4.11,42857
2045,T.S. Eliot,The Love Song of J. Alfred Prufrock and Other Poems,/book/show/118389.The_Love_Song_of_J_Alfred_Prufrock_and_Other_Poems,4.32,18837
2485,T.S. Eliot,"Collected Poems, 1909-1962",/book/show/142080.Collected_Poems_1909_1962,4.29,19537
2821,T.S. Eliot,The Waste Land and Other Poems,/book/show/400412.The_Waste_Land_and_Other_Poems,4.23,52766
2039,Ta-Nehisi Coates,Between the World and Me,/book/show/25489625-between-the-world-and-me,4.39,238184
964,Tabitha Suzuma,Forbidden,/book/show/7600924-forbidden,4.03,53735
1699,Tad Williams,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",/book/show/91981.The_Dragonbone_Chair,3.94,63518
2730,Tad Williams,"City of Golden Shadow (Otherland, #1)",/book/show/28695.City_of_Golden_Shadow,3.92,24778
3816,Tad Williams,"Stone of Farewell (Memory, Sorrow, and Thorn, #2)",/book/show/28689.Stone_of_Farewell,4.07,45262
398,Tahereh Mafi,"Shatter Me (Shatter Me, #1)",/book/show/10429045-shatter-me,3.95,292656
569,Tahereh Mafi,"Ignite Me (Shatter Me, #3)",/book/show/13188676-ignite-me,4.4,138338
715,Tahereh Mafi,"Unravel Me (Shatter Me, #2)",/book/show/13104080-unravel-me,4.23,172197
2206,Tahereh Mafi,"Destroy Me (Shatter Me, #1.5)",/book/show/13623150-destroy-me,4.22,70175
3257,Tahereh Mafi,"Unite Me (Shatter Me, #1.5, #2.5)",/book/show/18481271-unite-me,4.18,16666
3200,Tamara Ireland Stone,Every Last Word,/book/show/23341894-every-last-word,4.25,37591
876,Tammara Webber,"Easy (Contours of the Heart, #1)",/book/show/16056408-easy,4.08,216364
649,Tamora Pierce,"Alanna: The First Adventure (Song of the Lioness, #1)",/book/show/13831.Alanna,4.24,116913
1706,Tamora Pierce,"Wild Magic (Immortals, #1)",/book/show/13836.Wild_Magic,4.28,73284
1861,Tamora Pierce,"Trickster's Choice (Daughter of the Lioness, #1)",/book/show/34197014-trickster-s-choice,4.23,61826
1959,Tamora Pierce,"Trickster's Queen (Daughter of the Lioness, #2)",/book/show/34197390-trickster-s-queen,4.25,57341
2147,Tamora Pierce,"First Test (Protector of the Small, #1)",/book/show/153784.First_Test,4.2,55775
2418,Tamora Pierce,"Emperor Mage (Immortals, #3)",/book/show/13833.Emperor_Mage,4.25,59526
2554,Tamora Pierce,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",/book/show/13830.The_Woman_Who_Rides_Like_a_Man,4.16,72832
2601,Tamora Pierce,"Lioness Rampant (Song of the Lioness, #4)",/book/show/13837.Lioness_Rampant,4.25,82898
2618,Tamora Pierce,"Squire (Protector of the Small, #3)",/book/show/153795.Squire,4.25,50088
2652,Tamora Pierce,"In the Hand of the Goddess (Song of the Lioness, #2)",/book/show/13835.In_the_Hand_of_the_Goddess,4.21,89602
2941,Tamora Pierce,"Terrier (Beka Cooper, #1)",/book/show/13829.Terrier,4.12,64781
2960,Tamora Pierce,"Lady Knight (Protector of the Small, #4)",/book/show/153800.Lady_Knight,4.28,50131
3006,Tamora Pierce,"Sandry's Book (Circle of Magic, #1)",/book/show/58889.Sandry_s_Book,3.98,41279
3032,Tamora Pierce,"The Realms of the Gods (Immortals, #4)",/book/show/13834.The_Realms_of_the_Gods,4.31,52253
3036,Tamora Pierce,"Wolf-Speaker (Immortals, #2)",/book/show/24094.Wolf_Speaker,4.17,53994
3177,Tamora Pierce,"Page (Protector of the Small, #2)",/book/show/153785.Page,4.2,46609
2037,Tana French,"In the Woods (Dublin Murder Squad, #1)",/book/show/2459785.In_the_Woods,3.77,305808
2469,Tana French,"The Likeness (Dublin Murder Squad, #2)",/book/show/5941114-the-likeness,4.05,126520
3221,Tanya Thompson,Red Russia,/book/show/36043601-red-russia,4.25,15631
3493,Tanya Thompson,Assuming Names: A Con Artist's Masquerade,/book/show/21449526-assuming-names,3.83,30179
3784,Tanya Thompson,Night of the Rat,/book/show/43619901-night-of-the-rat,4.33,12734
3523,Tara Sivec,"Seduction and Snacks (Chocolate Lovers, #1)",/book/show/23016317-seduction-and-snacks,4.1,49707
1343,Tara Westover,Educated,/book/show/35133922-educated,4.46,805734
3881,Taran Matharu,"The Novice (Summoner, #1)",/book/show/22297138-the-novice,4.12,24725
1292,Tarryn Fisher,"The Opportunist (Love Me with Lies, #1)",/book/show/13312527-the-opportunist,4.21,48672
2292,Tarryn Fisher,"Thief (Love Me with Lies, #3)",/book/show/16090981-thief,4.37,34352
3066,Tarryn Fisher,"Dirty Red (Love Me with Lies, #2)",/book/show/15832316-dirty-red,4.21,31727
3122,Tarryn Fisher,Mud Vein,/book/show/18246727-mud-vein,4.11,21806
540,Tatiana de Rosnay,Sarah's Key,/book/show/556602.Sarah_s_Key,4.16,420657
2765,Tatyana K. Varenko,Ordeal,/book/show/8434205-ordeal,3.93,117
3459,Tayeb Salih,Season of Migration to the North,/book/show/669780.Season_of_Migration_to_the_North,3.71,20194
3959,Taylor Ann Bunker,"Witch in the Woods (Witch in the Woods, #1)",/book/show/19464292-witch-in-the-woods,3.75,127
1597,Taylor Jenkins Reid,The Seven Husbands of Evelyn Hugo,/book/show/32620332-the-seven-husbands-of-evelyn-hugo,4.35,226682
1983,Taylor Jenkins Reid,Daisy Jones &amp; The Six,/book/show/40597810-daisy-jones-the-six,4.2,276248
1622,Ted Bernal Guevara,Lips of a Mastodon,/book/show/26004546-lips-of-a-mastodon,3.72,775
2946,Ted Dekker,Thr3e,/book/show/125963.Thr3e,4.09,31266
3888,Ted Dekker,"Black: The Birth of Evil (The Circle, #1)",/book/show/125956.Black,4.19,32251
424,Tennessee Williams,A Streetcar Named Desire,/book/show/12220.A_Streetcar_Named_Desire,3.98,261688
572,Tennessee Williams,The Glass Menagerie,/book/show/92517.The_Glass_Menagerie,3.71,111928
3499,Teresa Driscoll,I Am Watching You,/book/show/34879754-i-am-watching-you,4.03,125408
2344,Teri Terry,"Slated (Slated, #1)",/book/show/12743472-slated,4.07,25525
2347,Terry  Reid,"Crashing Down to Earth (Crashing Down to Earth, #1)",/book/show/18136407-crashing-down-to-earth,4.33,100
1263,Terry Brooks,"The Sword of Shannara (The Original Shannara Trilogy, #1)",/book/show/15575.The_Sword_of_Shannara,3.75,86951
3077,Terry Brooks,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",/book/show/189783.The_Elfstones_of_Shannara,3.95,67216
506,Terry Goodkind,"Wizard's First Rule (Sword of Truth, #1)",/book/show/43889.Wizard_s_First_Rule,4.12,229969
1645,Terry Goodkind,"Faith of the Fallen (Sword of Truth, #6)",/book/show/121127.Faith_of_the_Fallen,4.08,68763
1694,Terry Goodkind,"Stone of Tears (Sword of Truth, #2)",/book/show/234184.Stone_of_Tears,4.09,106375
2159,Terry Goodkind,"Temple of the Winds (Sword of Truth, #4)",/book/show/253058.Temple_of_the_Winds,4.01,76722
2728,Terry Goodkind,"Blood of the Fold (Sword of Truth, #3)",/book/show/43892.Blood_of_the_Fold,3.99,74335
2908,Terry Goodkind,"Soul of the Fire (Sword of Truth, #5)",/book/show/761732.Soul_of_the_Fire,3.85,63562
3126,Terry Goodkind,"Chainfire (Sword of Truth, #9)",/book/show/43887.Chainfire,3.93,49947
2238,Terry Hayes,I Am Pilgrim,/book/show/18144124-i-am-pilgrim,4.25,126175
165,Terry Pratchett,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",/book/show/12067.Good_Omens,4.24,546111
671,Terry Pratchett,"Night Watch (Discworld, #29; City Watch, #6)",/book/show/47989.Night_Watch,4.5,94531
766,Terry Pratchett,"The Color of Magic (Discworld, #1; Rincewind, #1)",/book/show/34497.The_Color_of_Magic,3.99,317443
784,Terry Pratchett,"Small Gods (Discworld, #13)",/book/show/34484.Small_Gods,4.3,99432
818,Terry Pratchett,"Mort (Discworld, #4; Death, #1)",/book/show/386372.Mort,4.22,197263
963,Terry Pratchett,"Hogfather (Discworld, #20; Death, #4)",/book/show/34532.Hogfather,4.22,77422
1094,Terry Pratchett,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",/book/show/64222.Going_Postal,4.37,104239
1167,Terry Pratchett,"Guards! Guards! (Discworld, #8; City Watch #1)",/book/show/64216.Guards_Guards_,4.31,166217
1280,Terry Pratchett,"Reaper Man (Discworld, #11; Death, #2)",/book/show/34517.Reaper_Man,4.26,83992
1395,Terry Pratchett,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",/book/show/34494.The_Wee_Free_Men,4.26,94859
1581,Terry Pratchett,"Thud! (Discworld, #34; City Watch #7)",/book/show/62530.Thud_,4.33,62166
1583,Terry Pratchett,"The Light Fantastic (Discworld, #2; Rincewind #2)",/book/show/34506.The_Light_Fantastic,3.97,124528
1728,Terry Pratchett,"Equal Rites (Discworld, #3; Witches, #1)",/book/show/34507.Equal_Rites,4.02,144934
1764,Terry Pratchett,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",/book/show/34511.Monstrous_Regiment,4.19,62524
1780,Terry Pratchett,"Soul Music (Discworld, #16; Death, #3)",/book/show/34502.Soul_Music,4.02,67465
1815,Terry Pratchett,"Wyrd Sisters (Discworld, #6; Witches #2)",/book/show/34504.Wyrd_Sisters,4.12,94369
1868,Terry Pratchett,"The Fifth Elephant (Discworld, #24; City Watch, #5)",/book/show/63720.The_Fifth_Elephant,4.25,63022
1886,Terry Pratchett,"Witches Abroad (Discworld, #12; Witches #3)",/book/show/2442.Witches_Abroad,4.21,74294
1966,Terry Pratchett,Nation,/book/show/2855034-nation,4.08,31776
2064,Terry Pratchett,"Feet of Clay (Discworld, #19; City Watch, #3)",/book/show/34527.Feet_of_Clay,4.27,70584
2092,Terry Pratchett,"Thief of Time (Discworld, #26; Death, #5)",/book/show/48002.Thief_of_Time,4.23,62375
2266,Terry Pratchett,"The Truth (Discworld, #25; Industrial Revolution, #2)",/book/show/34498.The_Truth,4.24,56890
2396,Terry Pratchett,"The Amazing Maurice and His Educated Rodents (Discworld, #28)",/book/show/34534.The_Amazing_Maurice_and_His_Educated_Rodents,4.02,40553
2409,Terry Pratchett,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",/book/show/34510.Moving_Pictures,3.93,68430
2451,Terry Pratchett,Carpe Jugulum (Discworld #23; Witches #6),/book/show/34541.Carpe_Jugulum,4.13,54726
2497,Terry Pratchett,"Men at Arms (Discworld, #15; City Watch #2)",/book/show/400354.Men_at_Arms,4.36,83817
2516,Terry Pratchett,"Maskerade (Discworld, #18; Witches #5)",/book/show/78876.Maskerade,4.07,53782
2624,Terry Pratchett,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",/book/show/34492.Wintersmith,4.21,54491
2697,Terry Pratchett,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",/book/show/116296.Making_Money,4.22,60669
2760,Terry Pratchett,"Pyramids (Discworld, #7)",/book/show/64217.Pyramids,3.9,71651
2769,Terry Pratchett,"Jingo (Discworld, #21; City Watch, #4)",/book/show/47990.Jingo,4.15,54090
2905,Terry Pratchett,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",/book/show/34501.A_Hat_Full_of_Sky,4.28,64478
3670,Terry Pratchett,"Lords and Ladies (Discworld, #14; Witches #4)",/book/show/34529.Lords_and_Ladies,4.16,68555
3703,Terry Pratchett,"Snuff (Discworld, #39; City Watch #8)",/book/show/8785374-snuff,4.14,50148
3755,Terry Pratchett,The Last Hero (Discworld #27; Rincewind #7),/book/show/34503.The_Last_Hero,4.18,31078
3814,Terry Pratchett,"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)",/book/show/7576115-i-shall-wear-midnight,4.31,48654
3872,Terry Pratchett,"The Last Continent (Discworld, #22; Rincewind #6)",/book/show/47994.The_Last_Continent,3.98,50737
1435,Tess Gerritsen,"The Surgeon (Rizzoli &amp; Isles, #1)",/book/show/32263.The_Surgeon,4.09,133319
3174,Tess Gerritsen,"The Apprentice (Rizzoli &amp; Isles, #2)",/book/show/715834.The_Apprentice,4.13,52790
3604,Tessa Dawn,"Blood Destiny (Blood Curse, #1)",/book/show/9292965-blood-destiny,3.88,3304
2146,Tetsuko Kuroyanagi,Totto-chan: The Little Girl at the Window,/book/show/328802.Totto_chan,4.35,23301
3765,Thea Harrison,"Dragon Bound (Elder Races, #1)",/book/show/9637479-dragon-bound,4.1,43162
1189,Theodore Dreiser,An American Tragedy,/book/show/331319.An_American_Tragedy,3.95,31927
1880,Theodore Dreiser,Sister Carrie,/book/show/126609.Sister_Carrie,3.75,36673
2135,Theodore Taylor,"The Cay (The Cay, #1)",/book/show/18553.The_Cay,3.77,32074
238,Thomas  Harris,"The Silence of the Lambs  (Hannibal Lecter, #2)",/book/show/23807.The_Silence_of_the_Lambs,4.2,465069
1076,Thomas  Harris,"Red Dragon (Hannibal Lecter, #1)",/book/show/28877.Red_Dragon,4.03,274809
1730,Thomas  Harris,"Hannibal (Hannibal Lecter, #3)",/book/show/32418.Hannibal,3.77,92382
3058,Thomas  Harris,"Hannibal Rising (Hannibal Lecter, #4)",/book/show/32416.Hannibal_Rising,3.54,38180
3504,Thomas Berger,Little Big Man (Little Big Man #1),/book/show/50667.Little_Big_Man,4.25,6910
169,Thomas Hardy,Tess of the D'Urbervilles,/book/show/32261.Tess_of_the_D_Urbervilles,3.8,238765
555,Thomas Hardy,Far From the Madding Crowd,/book/show/31463.Far_From_the_Madding_Crowd,3.94,129421
746,Thomas Hardy,Jude the Obscure,/book/show/50798.Jude_the_Obscure,3.81,64145
1264,Thomas Hardy,The Mayor of Casterbridge,/book/show/56759.The_Mayor_of_Casterbridge,3.83,54397
1662,Thomas Hardy,The Return of the Native,/book/show/32650.The_Return_of_the_Native,3.86,34231
209,Thomas Keneally,Schindler's List,/book/show/375013.Schindler_s_List,4.34,145044
2310,Thomas Malory,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,/book/show/672875.Le_Morte_d_Arthur,3.92,34597
684,Thomas Mann,The Magic Mountain,/book/show/88077.The_Magic_Mountain,4.1,38027
1611,Thomas Mann,Buddenbrooks: The Decline of a Family,/book/show/80890.Buddenbrooks,4.16,21797
2027,Thomas Mann,Death in Venice,/book/show/53061.Death_in_Venice,3.73,37334
2354,Thomas Mann,Death in Venice and Other Tales,/book/show/53064.Death_in_Venice_and_Other_Tales,3.9,15903
3647,Thomas Mann,Doctor Faustus,/book/show/34440.Doctor_Faustus,4.08,9892
2077,Thomas More,Utopia,/book/show/18414.Utopia,3.54,59614
1603,Thomas Paine,Common Sense,/book/show/161744.Common_Sense,3.99,30014
644,Thomas Pynchon,Gravity's Rainbow,/book/show/415.Gravity_s_Rainbow,3.97,38699
1049,Thomas Pynchon,The Crying of Lot 49,/book/show/2794.The_Crying_of_Lot_49,3.69,71629
2019,Thomas Pynchon,V.,/book/show/5809.V_,3.96,19067
3326,Thomas Pynchon,Mason &amp; Dixon,/book/show/413.Mason_Dixon,4.08,9342
1987,Thomas Wolfe,"Look Homeward, Angel",/book/show/12448.Look_Homeward_Angel,3.93,12815
3597,Thomas à Kempis,The Imitation of Christ,/book/show/851393.The_Imitation_of_Christ,4.18,19305
1690,Thornton Wilder,Our Town,/book/show/205476.Our_Town,3.67,43882
2401,Thornton Wilder,The Bridge of San Luis Rey,/book/show/92508.The_Bridge_of_San_Luis_Rey,3.8,29416
2774,Thucydides,History of the Peloponnesian War,/book/show/261243.History_of_the_Peloponnesian_War,3.89,27821
3089,Tiffanie DeBartolo,How to Kill a Rock Star,/book/show/113791.How_to_Kill_a_Rock_Star,4.06,14643
2969,Tiffany Reisz,"The Siren (The Original Sinners, #1)",/book/show/10970532-the-siren,4.04,25305
2411,Tijan,"Fallen Crest High (Fallen Crest High, #1)",/book/show/16134551-fallen-crest-high,4.1,49131
3838,Tillie Cole,"It Ain't Me, Babe (Hades Hangmen, #1)",/book/show/22020052-it-ain-t-me-babe,4.17,31952
288,Tim Butcher,Blood River: A Journey to Africa's Broken Heart,/book/show/2184798.Blood_River,4.04,7849
794,Tim Butcher,The Trigger: Hunting the Assassin Who Brought the World to War,/book/show/18300212-the-trigger,4.0,1522
841,Tim Butcher,Chasing the Devil: The Search for Africa's Fighting Spirit,/book/show/7940583-chasing-the-devil,4.1,1562
616,Tim LaHaye,"Left Behind (Left Behind, #1)",/book/show/27523.Left_Behind,3.83,204643
299,Tim O&#39;Brien,The Things They Carried,/book/show/133518.The_Things_They_Carried,4.13,254323
3789,Tim O&#39;Brien,Going After Cacciato,/book/show/3446.Going_After_Cacciato,3.91,11558
3535,Tim Powers,The Anubis Gates,/book/show/142296.The_Anubis_Gates,3.92,14398
2186,Tim Winton,Cloudstreet,/book/show/343881.Cloudstreet,4.0,20402
2921,Timothy   Miller,Awoken,/book/show/16064647-awoken,4.16,63
3932,Timothy Ferriss,The 4-Hour Workweek,/book/show/368593.The_4_Hour_Workweek,3.89,183472
2399,Timothy Zahn,"Heir to the Empire (Star Wars: The Thrawn Trilogy, #1)",/book/show/40604754-heir-to-the-empire,4.14,70287
1448,Tina Fey,Bossypants,/book/show/9418327-bossypants,3.95,851243
2175,Tina Reber,"Love Unscripted (Love, #1)",/book/show/8204005-love-unscripted,4.02,67145
3243,Tina Traverse,"Forever, Christian",/book/show/16691600-forever-christian,4.5,66
3393,Tite Kubo,"Bleach, Volume 01",/book/show/2880.Bleach_Volume_01,4.23,146574
3714,Tobias Wolff,This Boy's Life,/book/show/11466.This_Boy_s_Life,3.98,25134
1297,Todd Burpo,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,/book/show/7933292-heaven-is-for-real,4.01,277897
836,Tom Clancy,"The Hunt for Red October (Jack Ryan, #3)",/book/show/19691.The_Hunt_for_Red_October,4.08,336484
1440,Tom Clancy,Red Storm Rising,/book/show/318525.Red_Storm_Rising,4.17,69744
2388,Tom Clancy,"Rainbow Six (John Clark, #2; Jack Ryan Universe, #10)",/book/show/5720.Rainbow_Six,4.09,49007
2889,Tom Clancy,"Without Remorse (John Clark, #1; Jack Ryan Universe Publication Order #6)",/book/show/19668.Without_Remorse,4.18,62959
1708,Tom Rob Smith,"Child 44 (Leo Demidov, #1)",/book/show/2161733.Child_44,4.09,75627
679,Tom Robbins,Jitterbug Perfume,/book/show/8682.Jitterbug_Perfume,4.22,69014
862,Tom Robbins,Still Life with Woodpecker,/book/show/9566.Still_Life_with_Woodpecker,4.03,73938
1285,Tom Robbins,Even Cowgirls Get the Blues,/book/show/7572.Even_Cowgirls_Get_the_Blues,3.76,49541
2168,Tom Robbins,Another Roadside Attraction,/book/show/9570.Another_Roadside_Attraction,3.99,31150
2319,Tom Robbins,Fierce Invalids Home from Hot Climates,/book/show/8680.Fierce_Invalids_Home_from_Hot_Climates,4.03,26429
2353,Tom Robbins,Skinny Legs and All,/book/show/9370.Skinny_Legs_and_All,4.05,40297
650,Tom Stoppard,Rosencrantz and Guildenstern Are Dead,/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead,4.06,79299
1948,Tom Stoppard,Arcadia,/book/show/384597.Arcadia,4.19,19088
854,Tom Wolfe,The Bonfire of the Vanities,/book/show/2666.The_Bonfire_of_the_Vanities,3.85,71994
1761,Tom Wolfe,The Electric Kool-Aid Acid Test,/book/show/7442.The_Electric_Kool_Aid_Acid_Test,3.92,69340
1865,Tom Wolfe,The Right Stuff,/book/show/586472.The_Right_Stuff,4.23,44651
1890,Tomi Adeyemi,"Children of Blood and Bone (Legacy of Orïsha, #1)",/book/show/34728667-children-of-blood-and-bone,4.11,154895
217,Toni Morrison,Beloved,/book/show/6149.Beloved,3.87,326579
719,Toni Morrison,The Bluest Eye,/book/show/11337.The_Bluest_Eye,4.06,174122
749,Toni Morrison,Song of Solomon,/book/show/11334.Song_of_Solomon,4.08,86347
3057,Toni Morrison,Sula,/book/show/11346.Sula,3.94,65771
2420,Tony Kushner,Millennium Approaches (Angels in America #1),/book/show/92250.Millennium_Approaches,4.29,19573
3829,Tony Robbins,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",/book/show/180116.Awaken_the_Giant_Within,4.15,56578
1400,Tracey Garvis Graves,"On the Island (On the Island, #1)",/book/show/15505346-on-the-island,4.12,75781
979,Traci Medford-Rosow,Unblinded: One Man’s Courageous Journey through Darkness to Sight,/book/show/36590307-unblinded,4.33,3111
234,Tracy Chevalier,Girl with a Pearl Earring,/book/show/2865.Girl_with_a_Pearl_Earring,3.89,628407
1000,Trenton Lee Stewart,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",/book/show/40605329-the-mysterious-benedict-society,4.17,123623
1997,Trenton Lee Stewart,"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",/book/show/2159225.The_Mysterious_Benedict_Society_and_the_Perilous_Journey,4.21,43757
2314,Trenton Lee Stewart,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",/book/show/6164358-the-mysterious-benedict-society-and-the-prisoner-s-dilemma,4.3,33359
1148,Trevor Alan Foris,The Octunnumi Fosbit Files Prologue,/book/show/40034669-the-octunnumi-fosbit-files-prologue,4.23,8891
